species	taxidlist
hypomesus_transpacificus	[137520, 137519, 182238, 8012, 41711, 1489798, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
hypophthalmichthys_nobilis	[7965, 7963, 2743747, 2743745, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
hypoplectrus_puella	[146810, 146807, 274795, 30871, 1489943, 8111, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
hypsopygia_costalis	[1101110, 1101109, 299347, 7135, 37573, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
hystrix_cristata	[10137, 10136, 10135, 33550, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ibidorhyncha_struthersii	[425643, 425642, 8907, 8906, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ichneumon_xanthorius	[2795680, 27520, 172511, 65170, 7408, 7401, 1955251, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ictalurus_furcatus	[66913, 7997, 7996, 1489793, 7995, 186628, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ictalurus_punctatus	[7998, 7997, 7996, 1489793, 7995, 186628, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ictidomys_tridecemlineatus	[43179, 1141640, 337730, 337726, 55153, 33553, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
idaea_aversata	[104447, 104446, 104442, 82593, 82592, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
ifrita_kowaldi	[461245, 461243, 254655, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
illadopsis_cleaveri	[201329, 98130, 9173, 2116661, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
impatiens_glandulifera	[253017, 35939, 25692, 41945, 71274, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]
indicator_maculatus	[545262, 189528, 189527, 9219, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
indri_indri	[34827, 34826, 30599, 376915, 376911, 9443, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
inia_geoffrensis	[9725, 9724, 197540, 9722, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
irena_cyanogastra	[175120, 175118, 175115, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
jacana_jacana	[54508, 54507, 54504, 8906, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
jaculus_jaculus	[51337, 48867, 35737, 30648, 1963761, 1963758, 9989, 314147, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
juglans_californica	[91212, 16718, 16714, 3502, 91835, 71275, 1437201, 91827, 71240, 1437183, 3398, 58024, 78536, 58023, 3193, 131221, 35493, 33090, 2759, 131567, 1]
junco_hyemalis	[40217, 40213, 1729112, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
kogia_breviceps	[27615, 9751, 9750, 9722, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
kryptolebias_hermaphroditus	[1747188, 326431, 28771, 45443, 28738, 1489913, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
kryptolebias_marmoratus	[37003, 326431, 28771, 45443, 28738, 1489913, 1489908, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
labeo_catla	[72446, 84644, 2743697, 2743695, 7953, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
labeo_rohita	[84645, 84644, 2743697, 2743695, 7953, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
labrus_bergylta	[56723, 30799, 8247, 1489928, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lacerta_agilis	[80427, 8523, 162266, 8522, 1329975, 1329976, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lacerta_bilineata	[95620, 8523, 162266, 8522, 1329975, 1329976, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lacerta_viridis	[65476, 8523, 162266, 8522, 1329975, 1329976, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lagenorhynchus_obliquidens	[90247, 27609, 9726, 9722, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lagopus_leucura	[30410, 30409, 466585, 9005, 8976, 1549675, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lagopus_muta	[64668, 30409, 466585, 9005, 8976, 1549675, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lagopus_muta_japonica	[1604048, 64668, 30409, 466585, 9005, 8976, 1549675, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lama_glama	[9844, 9839, 9835, 9834, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lama_guanicoe	[9840, 9839, 9835, 9834, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lampris_incognitus	[2546036, 81369, 81368, 81386, 123357, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lampris_megalopsis	[2546035, 81369, 81368, 81386, 123357, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lamprotornis_superbus	[245042, 85070, 9170, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lanius_ludovicianus	[28713, 28712, 9193, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
laothoe_populi	[522836, 522835, 523180, 469321, 7128, 37569, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
larimichthys_crocea	[215358, 215357, 30870, 1489923, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
larimichthys_polyactis	[334908, 215357, 30870, 1489923, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
larus_smithsonianus	[243888, 8911, 8910, 8906, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lasioglossum_lativentre	[88531, 88472, 88467, 88544, 77573, 77572, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lasioglossum_morio	[88514, 88475, 88467, 88544, 77573, 77572, 34735, 7434, 7400, 7399, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lasiommata_megera	[111917, 111915, 366209, 127320, 42282, 33415, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lasiurus_borealis	[258930, 72130, 9431, 30560, 9397, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
laspeyria_flexula	[938238, 938237, 1583079, 695564, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lateolabrax_maculatus	[315492, 8163, 1204718, 1489939, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
laterallus_jamaicensis_coturniculus	[650015, 371915, 54362, 9119, 9108, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lates_calcarifer	[8187, 8186, 8184, 1489905, 1489904, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
laticauda_colubrina	[8628, 8627, 42169, 8602, 34989, 8570, 1329911, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
laticauda_laticaudata	[8630, 8627, 42169, 8602, 34989, 8570, 1329911, 1329912, 1329950, 1329961, 8509, 8504, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leiothrix_lutea	[36275, 36274, 1673678, 2116661, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lemur_catta	[9447, 9446, 9445, 376915, 376911, 9443, 314146, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leopardus_geoffroyi	[46844, 46841, 338152, 9681, 379583, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lepidonotus_clava	[1210411, 222002, 46593, 6348, 105390, 6341, 6340, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lepidothrix_coronata	[321398, 321397, 114313, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lepisosteus_oculatus	[7918, 7916, 7915, 7914, 1489100, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lepomis_macrochirus	[13106, 13105, 8180, 1545897, 1489940, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leptidea_sinapis	[189913, 189907, 151208, 7114, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leptobrachium_ailaonicum	[428466, 161697, 161696, 8431, 8342, 41666, 8292, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leptobrachium_leishanense	[445787, 161697, 161696, 8431, 8342, 41666, 8292, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leptocoma_aspasia	[2585812, 632600, 135425, 175121, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leptonychotes_weddellii	[9713, 9712, 9709, 379584, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leptosomus_discolor	[188344, 188343, 188342, 8936, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lethenteron_camtschaticum	[980415, 94988, 7746, 7745, 117569, 1476529, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lethenteron_reissneri	[7753, 94988, 7746, 7745, 117569, 1476529, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leucaspius_delineatus	[58323, 58322, 2743728, 2743726, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leuciscus_idus	[69811, 8283, 2743728, 2743726, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leuciscus_waleckii	[155063, 8283, 2743728, 2743726, 30727, 7952, 186627, 186626, 32519, 186634, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leucopsar_rothschildi	[127929, 127928, 9170, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leucozona_laternaria	[323312, 323311, 115274, 43838, 34680, 43740, 43737, 480117, 480118, 43733, 7203, 7147, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
leuctra_nigra	[143735, 143734, 143769, 143733, 70405, 50622, 33341, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lichenostomus_cassidix	[1497555, 43158, 9146, 1931080, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
limenitis_camilla	[270466, 124410, 215788, 100750, 33415, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
limnephilus_lunatus	[1218281, 177674, 177673, 177669, 50645, 41033, 1683728, 93875, 30263, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
limnephilus_rhombicus	[692089, 177674, 177673, 177669, 50645, 41033, 1683728, 93875, 30263, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
limosa_lapponica_baueri	[1758121, 161683, 161679, 8917, 8906, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lineus_longissimus	[88925, 6223, 6222, 6219, 6218, 6217, 1206795, 2697495, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lipotes_vexillifer	[118797, 118796, 119500, 9722, 9721, 2653789, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
litocranius_walleri	[69311, 69310, 9948, 9895, 35500, 9845, 91561, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lobophora_halterata	[934876, 214189, 104450, 82593, 82592, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
locustella_ochotensis	[187437, 68487, 2116660, 2116661, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lonchura_striata_domestica	[299123, 40157, 40156, 40155, 37611, 175121, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lontra_canadensis	[76717, 71112, 169417, 9655, 379584, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lophius_piscatorius	[8074, 8072, 8071, 134612, 8070, 1489922, 1489872, 123369, 123368, 123367, 123366, 123365, 1489388, 186625, 1489341, 32443, 41665, 186623, 7898, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lophotis_ruficrista	[172689, 172688, 54375, 9108, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lorius_garrulus	[13114, 13113, 35610, 1545690, 9223, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
loxia_curvirostra	[64802, 64794, 37599, 9133, 175121, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
loxia_leucoptera	[96539, 64794, 37599, 9133, 175121, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
loxodonta_africana	[9785, 9784, 9780, 9779, 311790, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
luperina_testacea	[988174, 882791, 2555556, 95179, 7100, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lutra_lutra	[9657, 9656, 169417, 9655, 379584, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lycaena_phlaeas	[282391, 265359, 124406, 27544, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lycaon_pictus	[9622, 9621, 9608, 379584, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lycocorax_pyrrhopterus	[681192, 681191, 9149, 192204, 9126, 8825, 8782, 436492, 436491, 436489, 436486, 8492, 1329799, 32561, 8457, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lymantria_monacha	[78897, 13122, 27548, 695564, 37570, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lynx_canadensis	[61383, 13124, 338152, 9681, 379583, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lynx_pardinus	[191816, 13124, 338152, 9681, 379583, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lynx_rufus	[61384, 13124, 338152, 9681, 379583, 33554, 314145, 1437010, 9347, 32525, 40674, 32524, 32523, 1338369, 8287, 117571, 117570, 7776, 7742, 89593, 7711, 33511, 33213, 6072, 33208, 33154, 2759, 131567, 1]
lysandra_bellargus	[138070, 138069, 42297, 27544, 37572, 104431, 37567, 41197, 41196, 41191, 7088, 85604, 33392, 33340, 7496, 85512, 50557, 6960, 197562, 197563, 6656, 88770, 1206794, 33317, 33213, 6072, 33208, 33154, 2759, 131567, 1]
